Make,Year,Transmission,Mileage,FuelType,MPG,EngineSize,USDPrice
Volkswagen,2009,Manual,91085,Diesel,61.4,1.4,3738.59
Ford,2014,Manual,31935,Petrol,57.7,1.2,3773.48
Ford,2009,Manual,52000,Petrol,42.2,1.6,3791.59
Volkswagen,2010,Manual,95400,Petrol,51.4,1.2,3796.39
Bmw,2010,Manual,93890,Diesel,62.8,2,3790.9
Mercedes,2003,Automatic,105000,Diesel,39.2,2.7,3825.38
Ford,2009,Automatic,88000,Petrol,34.9,2,3842.52
Toyota,2007,Automatic,84000,Petrol,40.9,1.6,3842.74
Ford,2007,Manual,134000,Diesel,44.8,1.8,3842.52
Mercedes,2004,Automatic,58000,Diesel,39.2,2.7,3851.44
Ford,2011,Manual,142963,Diesel,53.3,2,3847.05
Mercedes,2011,Manual,74000,Diesel,54.3,2,3897.9
Ford,2009,Manual,77466,Petrol,42.2,1.6,3904.77
Toyota,2009,Manual,44000,Petrol,62.8,1,3927.63
Volkswagen,2007,Automatic,42000,Diesel,44.8,2,3943.71
Volkswagen,2008,Manual,89000,Diesel,46.3,2,3943.71
Mercedes,2005,Automatic,79191,Petrol,32.5,1.8,3948.89
Ford,2009,Manual,85049,Petrol,42.2,1.6,3944.38
Ford,2010,Manual,90000,Diesel,62.8,1.6,3944.38
Hyundai,2006,Manual,71000,Petrol,28.8,2.4,3955.04
Volkswagen,2001,Manual,68010,Petrol,30.1,2,3955.04
Mercedes,2004,Automatic,118400,Petrol,30.7,2,3954.55
Bmw,2009,Manual,89000,Petrol,47.9,2,3949.33
Toyota,2011,Manual,71000,Petrol,54.3,1.3,3950.27
Hyundai,2010,Manual,42125,Petrol,56.5,1.2,3955.04
Toyota,2007,Manual,35930,Petrol,47.1,1.3,3951.4
Ford,2009,Manual,71926,Petrol,49.6,1.2,3951.17
Hyundai,2010,Manual,64081,Petrol,57.6,1.2,3956.18
Ford,2012,Manual,85843,Petrol,57.7,1.2,3951.17
Ford,2012,Manual,86667,Petrol,57.7,1.2,3951.17
Hyundai,2013,Manual,48000,Petrol,61.4,1.2,3956.18
Hyundai,2012,Manual,67365,Petrol,61.4,1.2,3956.18
Toyota,2011,Manual,87125,Petrol,61.4,1,3951.4
Ford,2010,Manual,140000,Diesel,53.3,2,3953.44
Bmw,2011,Manual,190000,Diesel,68.9,2,3952.72
Mercedes,2003,Automatic,185000,Petrol,17.8,4.3,3960.22
Bmw,2004,Automatic,100000,Petrol,23.7,2.5,3954.99
Bmw,2003,Automatic,70000,Petrol,29.7,3,3954.99
Toyota,2004,Automatic,44000,Petrol,30.7,2,3955.93
Mercedes,2007,Automatic,119168,Petrol,33.6,1.8,3960.22
Ford,2010,Manual,98000,Petrol,35.8,2,3955.7
Volkswagen,2006,Manual,29000,Petrol,37.2,1.6,3960.71
Ford,2008,Manual,27930,Petrol,39.8,1.8,3955.7
Toyota,2005,Manual,99000,Diesel,39.8,2,3955.93
Toyota,2005,Manual,77500,Petrol,40.4,1.6,3955.93
Ford,2008,Manual,73000,Petrol,42.2,1.6,3955.7
Ford,2009,Manual,75000,Petrol,42.2,1.6,3955.7
Volkswagen,2007,Manual,71850,Petrol,43.5,1.4,3960.71
Bmw,2007,Manual,130000,Petrol,44.8,2,3954.99
Hyundai,2010,Manual,44670,Petrol,46.3,1.4,3960.71
Hyundai,2010,Manual,80000,Petrol,46.3,1.4,3960.71
Ford,2007,Manual,44000,Diesel,47.9,2,3955.7
Ford,2009,Manual,87000,Petrol,47.9,1.6,3955.7
Ford,2009,Manual,92836,Petrol,49.6,1.4,3955.7
Toyota,2008,Manual,55380,Petrol,52.3,1,3955.93
Mercedes,2010,Manual,92573,Diesel,52.3,2,3960.22
Ford,2011,Manual,84951,Diesel,53.3,2,3955.7
Ford,2011,Manual,137000,Diesel,53.3,2,3955.7
Toyota,2009,Manual,39400,Petrol,55.4,1.3,3955.93
Toyota,2009,Manual,61151,Petrol,55.4,1.3,3955.93
Toyota,2009,Manual,81639,Petrol,55.4,1.3,3955.93
Ford,2014,Manual,50452,Petrol,57.7,1.2,3955.7
Volkswagen,2010,Manual,104690,Diesel,58.9,2,3960.71
Toyota,2011,Manual,50000,Petrol,61.4,1,3955.93
Volkswagen,2014,Manual,80324,Petrol,62.8,1,3960.71
Ford,2010,Manual,100000,Diesel,62.8,1.6,3955.7
Ford,2011,Manual,102000,Diesel,62.8,1.6,3955.7
Toyota,2009,Manual,43000,Petrol,65.7,1,3955.93
Ford,2012,Manual,151000,Diesel,65.7,1.6,3955.7
Hyundai,2012,Manual,65000,Diesel,67.3,1.6,3960.71
Volkswagen,2010,Manual,101000,Diesel,72.4,1.2,3960.71
Ford,2009,Manual,89000,Diesel,76.3,1.6,3955.7
Bmw,2006,Manual,91000,Diesel,39.2,2,3959.51
Toyota,2006,Manual,71356,Diesel,39.8,2,3960.45
Ford,2011,Manual,84239,Petrol,40.4,1.8,3960.23
Ford,2008,Manual,69676,Petrol,49.6,1.4,3960.23
Hyundai,2010,Manual,60179,Petrol,50.4,1.4,3965.24
Ford,2012,Manual,65000,Petrol,57.7,1.2,3960.23
Hyundai,2013,Manual,43204,Petrol,61.4,1.2,3965.24
Hyundai,2013,Manual,79936,Petrol,61.4,1.2,3965.24
Ford,2012,Manual,124000,Diesel,65.7,1.6,3960.23
Ford,2012,Manual,74000,Diesel,68.9,1.2,3960.23
Bmw,2009,Automatic,103735,Petrol,44.1,1.6,3960.64
Toyota,2011,Manual,82330,Petrol,54.3,1.3,3961.59
Ford,2013,Manual,44846,Petrol,57.7,1.2,3961.36
Toyota,2012,Manual,33231,Petrol,61.4,1,3961.59
Hyundai,2013,Manual,62921,Petrol,61.4,1.2,3966.38
Toyota,2010,Manual,42300,Petrol,62.8,1,3961.59
Bmw,2011,Manual,149958,Diesel,62.8,2,3960.64
Ford,2012,Manual,85000,Diesel,68.9,1.4,3961.36
Ford,2009,Manual,50975,Diesel,51.4,2,4046.25
Toyota,2013,Manual,50853,Petrol,65.7,1,4063.46
Bmw,2006,Manual,114000,Petrol,37.7,2,4068.15
Ford,2014,Manual,53332,Petrol,57.7,1.2,4068.88
Hyundai,2011,Manual,56902,Petrol,61.4,1.2,4078.57
Toyota,2012,Manual,60069,Petrol,65.7,1,4103.07
Mercedes,2003,Automatic,58500,Petrol,30,2.3,4135.85
Ford,2010,Manual,88000,Petrol,40.9,1.6,4131.13
Volkswagen,2009,Manual,114988,Diesel,50.4,2,4176.03
Ford,2010,Manual,76648,Petrol,49.6,1.4,4175.27
Mercedes,2006,Automatic,101000,Diesel,41.5,2.2,4181.18
Ford,2009,Manual,80000,Diesel,54.3,1.8,4176.41
Ford,2010,Manual,61575,Petrol,55.4,1.2,4176.41
Bmw,2010,Manual,96000,Diesel,62.8,2,4175.65
Ford,2012,Manual,95299,Diesel,68.9,1.6,4176.41
Ford,2013,Manual,33735,Petrol,57.7,1.2,4177.54
Ford,2010,Manual,113000,Diesel,50.4,2,4178.67
Ford,2010,Automatic,113000,Diesel,50.4,2,4178.67
Volkswagen,2008,Automatic,127000,Petrol,34.5,2,4187.36
Ford,2008,Manual,50000,Petrol,37.7,2,4182.07
Ford,2008,Automatic,65782,Petrol,37.7,1.6,4182.07
Mercedes,2007,Automatic,160000,Diesel,39.2,2.2,4186.84
Volkswagen,2009,Manual,78841,Petrol,39.8,1.6,4187.36
Toyota,2005,Manual,105000,Diesel,39.8,2,4182.3
Bmw,2009,Automatic,123300,Petrol,44.1,2,4181.31
Ford,2009,Manual,45962,Petrol,49.6,1.2,4182.07
Ford,2009,Manual,62000,Petrol,49.6,1.2,4182.07
Ford,2010,Manual,57440,Petrol,50.4,1.2,4182.07
Volkswagen,2008,Manual,92000,Diesel,53.3,1.9,4187.36
Hyundai,2010,Manual,35000,Petrol,54.3,1.2,4187.36
Ford,2009,Manual,24000,Petrol,55.4,1.2,4182.07
Toyota,2010,Manual,73390,Petrol,55.4,1,4182.3
Hyundai,2010,Manual,41000,Petrol,57.6,1.2,4187.36
Ford,2013,Manual,65000,Petrol,57.7,1.2,4182.07
Hyundai,2012,Manual,58205,Petrol,61.4,1.2,4187.36
Volkswagen,2010,Manual,102000,Diesel,67.3,1.6,4187.36
Ford,2011,Manual,66561,Petrol,57.7,1.2,4185.46
Ford,2009,Manual,54000,Petrol,49.6,1.2,4186.59
Ford,2010,Manual,60466,Diesel,51.4,2,4186.59
Toyota,2009,Manual,42000,Petrol,55.4,1.3,4244.56
Toyota,2009,Semi-Auto,81300,Petrol,55.4,1.3,4244.56
Volkswagen,2010,Manual,56610,Diesel,58.9,1.6,4249.69
Hyundai,2013,Manual,34655,Petrol,61.4,1.2,4249.69
Hyundai,2013,Manual,45615,Petrol,61.4,1.2,4249.69
Hyundai,2013,Manual,46000,Petrol,61.4,1.2,4249.69
Ford,2009,Manual,48555,Petrol,51.4,1.2,4282.8
Ford,2009,Manual,71672,Diesel,67.3,1.6,4288.46
Mercedes,2002,Automatic,98000,Petrol,24.6,5,4294.49
Mercedes,2007,Automatic,99000,Petrol,28.8,2.5,4294.49
Ford,2009,Manual,79000,Diesel,48.7,1.8,4289.59
Hyundai,2013,Manual,64500,Petrol,61.4,1.2,4295.02
Volkswagen,2006,Automatic,33000,Petrol,37.2,1.4,4300.68
Ford,2010,Manual,89520,Petrol,42.2,1.6,4295.25
Bmw,2005,Automatic,63547,Diesel,42.8,2,4294.47
Hyundai,2010,Manual,49000,Petrol,50.4,1.4,4300.68
Hyundai,2010,Manual,41000,Petrol,56.5,1.2,4300.68
Toyota,2012,Manual,57000,Petrol,65.7,1,4295.49
Volkswagen,2010,Manual,96000,Diesel,65.7,1.6,4300.68
Hyundai,2012,Manual,56582,Petrol,61.4,1.2,4305.22
Hyundai,2010,Manual,57476,Diesel,64.2,1.4,4305.22
Ford,2009,Automatic,89000,Diesel,39.8,2,4300.91
Ford,2009,Manual,67253,Petrol,49.6,1.2,4300.91
Bmw,2010,Manual,156800,Diesel,58.9,2,4300.13
Ford,2013,Manual,45804,Petrol,57.7,1.2,4323.54
Volkswagen,2007,Manual,40000,Petrol,36.2,1.6,4363.01
Ford,2006,Manual,120000,Diesel,44.1,2,4385.79
Toyota,2013,Manual,63460,Petrol,65.7,1,4390.57
Hyundai,2009,Manual,93890,Diesel,39.8,2,4402.68
Bmw,2007,Automatic,97284,Diesel,42.2,2,4396.31
Ford,2011,Manual,50425,Petrol,57.7,1.2,4400.51
Ford,2008,Automatic,70000,Petrol,30.4,2.3,4402.77
Mercedes,2007,Automatic,87000,Petrol,32.5,1.8,4407.8
Mercedes,2010,Automatic,71000,Petrol,40.9,1.5,4407.8
Toyota,2013,Manual,36280,Petrol,65.7,1,4404.15
Ford,2009,Automatic,60190,Petrol,37.7,1.6,4408.43
Volkswagen,2008,Automatic,72200,Petrol,40.9,1.4,4414.01
Ford,2009,Manual,65000,Petrol,47.9,1.6,4408.43
Ford,2009,Manual,61171,Petrol,49.6,1.2,4408.43
Ford,2009,Manual,90000,Diesel,54.2,1.8,4408.43
Ford,2013,Manual,35708,Petrol,57.7,1.2,4408.43
Ford,2012,Manual,126000,Diesel,56.5,2,4412.96
Volkswagen,2012,Manual,77986,Petrol,62.8,1,4418.54
Ford,2013,Manual,57830,Petrol,57.7,1.2,4414.09
Ford,2014,Manual,40150,Petrol,57.7,1.2,4434.46
Toyota,2014,Manual,142000,Diesel,62.8,2,4448.3
Bmw,2008,Manual,68000,Petrol,48.7,1.6,4458.55
Mercedes,2001,Automatic,91000,Petrol,30,2.3,4475.78
Bmw,1997,Manual,49000,Petrol,35.3,1.9,4469.87
Bmw,1998,Manual,56500,Petrol,35.3,1.9,4469.87
Bmw,1999,Manual,58000,Petrol,35.3,1.9,4469.87
Toyota,2012,Manual,55000,Petrol,65.7,1,4470.93
Toyota,2008,Manual,23912,Petrol,47.1,1.3,4499.23
Bmw,2008,Manual,79000,Diesel,62.8,2,4498.16
Volkswagen,2010,Manual,71000,Petrol,43.5,1.4,4510.34
Volkswagen,2011,Manual,86000,Petrol,51.4,1.2,4510.34
Toyota,2012,Manual,78848,Petrol,65.7,1,4510.55
Ford,2009,Manual,88733,Petrol,49.6,1.4,4514.82
Ford,2012,Manual,73994,Petrol,68.9,1.4,4514.82
Mercedes,2000,Automatic,113237,Petrol,27.2,3.2,4521.11
Mercedes,2001,Automatic,60997,Petrol,29.4,2,4521.11
Bmw,2004,Manual,82785,Petrol,29.4,2.5,4515.13
Mercedes,2001,Automatic,48172,Petrol,30,2.3,4521.11
Mercedes,2003,Automatic,57989,Petrol,30,2.3,4521.11
Mercedes,2002,Automatic,61400,Petrol,30,2.3,4521.11
Mercedes,2004,Automatic,64015,Petrol,30,2.3,4521.11
Mercedes,2001,Automatic,69234,Petrol,30.7,2,4521.11
Mercedes,2008,Automatic,52691,Petrol,39.8,1.7,4521.11
Mercedes,2011,Automatic,90000,Petrol,40.9,1.5,4521.11
Bmw,2008,Automatic,123023,Petrol,42.2,2,4515.13
Toyota,2009,Manual,44000,Petrol,43.5,1.6,4516.21
Mercedes,2007,Automatic,85858,Diesel,47.1,2,4521.11
Mercedes,2007,Automatic,63787,Diesel,47.9,2,4521.11
Volkswagen,2010,Manual,73000,Petrol,51.4,1.2,4521.67
Toyota,2011,Manual,105000,Diesel,53.3,2,4516.21
Ford,2015,Manual,55000,Petrol,57.7,1.2,4515.95
Hyundai,2014,Manual,52000,Petrol,60.1,1,4521.67
Toyota,2011,Manual,55000,Petrol,61.4,1,4516.21
Volkswagen,2016,Manual,50000,Petrol,62.8,1,4521.67
Ford,2013,Manual,111810,Diesel,62.8,1.6,4515.95
Toyota,2013,Manual,40003,Petrol,65.7,1,4516.21
Ford,2009,Manual,53583,Diesel,67.3,1.4,4515.95
Ford,2013,Manual,114000,Diesel,67.3,1.6,4515.95
Ford,2013,Manual,30626,Petrol,57.7,1.2,4517.08
Hyundai,2013,Manual,69814,Petrol,61.4,1.2,4522.8
Mercedes,2009,Manual,64000,Diesel,52.3,2,4525.64
Mercedes,2009,Automatic,131711,Diesel,27.7,3,4526.77
Mercedes,2005,Automatic,73000,Petrol,32.5,1.8,4526.77
Bmw,1999,Manual,51949,Petrol,35.3,1.9,4520.79
Bmw,1999,Manual,74282,Petrol,35.3,1.9,4520.79
Ford,2011,Manual,62000,Petrol,35.8,2,4521.61
Toyota,2008,Manual,83000,Petrol,36.7,1.8,4521.87
Toyota,2003,Manual,65456,Petrol,38.2,1.8,4521.87
Ford,2011,Automatic,66164,Petrol,42.2,1.6,4521.61
Mercedes,2008,Automatic,104000,Diesel,42.2,2.1,4526.77
Mercedes,2008,Automatic,123000,Diesel,42.2,2.1,4526.77
Ford,2009,Manual,93000,Petrol,42.8,1.6,4521.61
Toyota,2008,Manual,103000,Diesel,42.8,2.2,4521.87
Volkswagen,2011,Manual,68000,Petrol,44.1,1.4,4527.33
Ford,2008,Manual,174000,Diesel,44.8,1.8,4521.61
Bmw,2009,Manual,103000,Petrol,46.3,2,4520.79
Bmw,2007,Manual,150000,Diesel,46.3,2,4520.79
Volkswagen,2007,Manual,88427,Diesel,47.1,1.9,4527.33
Ford,2008,Manual,76517,Diesel,47.9,1.6,4521.61
Ford,2009,Manual,63400,Petrol,49.6,1.4,4521.61
Ford,2010,Manual,90000,Petrol,49.6,1.4,4521.61
Ford,2011,Manual,57000,Petrol,50.4,1.2,4521.61
Toyota,2011,Manual,60700,Petrol,50.4,1.3,4521.87
Mercedes,2010,Manual,66000,Diesel,50.4,2,4526.77
Volkswagen,2010,Manual,88000,Petrol,51.4,1.2,4527.33
Ford,2011,Manual,62000,Diesel,53.3,2,4521.61
Hyundai,2010,Manual,60000,Petrol,54.3,1.2,4527.33
Ford,2013,Manual,103100,Petrol,54.3,1.2,4521.61
Bmw,2008,Manual,107407,Diesel,54.3,2,4520.79
Ford,2010,Manual,19000,Petrol,55.4,1.2,4521.61
Ford,2010,Manual,33563,Petrol,55.4,1.2,4521.61
Toyota,2009,Manual,61000,Petrol,55.4,1.3,4521.87
Toyota,2009,Automatic,27292,Petrol,60.1,1,4521.87
Hyundai,2012,Manual,22089,Petrol,61.4,1.2,4527.33
Toyota,2011,Manual,39785,Petrol,61.4,1,4521.87
Hyundai,2013,Manual,42000,Petrol,61.4,1.2,4527.33
Hyundai,2013,Manual,58000,Petrol,61.4,1.2,4527.33
Toyota,2008,Automatic,133107,Hybrid,65.7,1.5,4521.87
Ford,2009,Manual,70000,Diesel,67.3,1.6,4521.61
Volkswagen,2012,Manual,110750,Diesel,67.3,1.6,4527.33
Volkswagen,2013,Manual,76000,Petrol,68.9,1,4527.33
Ford,2009,Manual,29000,Diesel,76.3,1.6,4521.61
Ford,2013,Manual,89411,Diesel,83.1,1.6,4521.61
Ford,2012,Manual,83000,Diesel,85.6,1.6,4521.61
Hyundai,2013,Manual,45461,Petrol,57.6,1.2,4530.73
Toyota,2014,Manual,45451,Petrol,65.7,1,4525.26
Ford,2003,Manual,56064,Petrol,31,2,4526.14
Bmw,2002,Automatic,85452,Petrol,33.6,2,4525.32
Ford,2011,Manual,35006,Petrol,42.8,1.6,4526.14
Ford,2011,Manual,127544,Petrol,47.9,1.6,4526.14
Volkswagen,2009,Manual,65621,Petrol,48.7,1.2,4531.87
Volkswagen,2009,Manual,67039,Petrol,48.7,1.2,4531.87
Ford,2013,Manual,32966,Petrol,57.7,1.2,4526.14
Ford,2015,Manual,48085,Petrol,57.7,1.2,4526.14
Ford,2013,Manual,60000,Petrol,57.7,1.2,4526.14
Ford,2014,Manual,61008,Petrol,57.7,1.2,4526.14
Volkswagen,2013,Manual,51647,Petrol,62.8,1,4531.87
Volkswagen,2013,Manual,57407,Petrol,62.8,1,4531.87
Toyota,2013,Manual,32001,Petrol,65.7,1,4526.39
Ford,2012,Manual,83009,Diesel,68.9,1.4,4526.14
Bmw,2006,Automatic,61808,Petrol,35.8,2,4526.45
Ford,2009,Manual,49500,Petrol,49.6,1.4,4527.27
Toyota,2012,Manual,78500,Petrol,51.4,1.3,4527.53
Ford,2013,Manual,111530,Petrol,65.7,1,4527.27
Ford,2012,Manual,107300,Diesel,67.3,1.6,4527.27
Hyundai,2013,Manual,37489,Petrol,61.4,1.2,4582.86
Ford,2009,Manual,63400,Petrol,49.6,1.2,4578.2
Toyota,2009,Manual,28230,Petrol,62.8,1,4584.12
Volkswagen,2014,Manual,78847,Petrol,62.8,1,4636.13
Hyundai,2013,Manual,42186,Petrol,61.4,1.2,4668.99
Hyundai,2013,Manual,67689,Petrol,52.3,1.4,4670.12
Ford,2009,Manual,79000,Diesel,44.8,2.2,4697.04
Ford,2011,Manual,73790,Petrol,50.4,1.2,4697.04
Bmw,2009,Manual,125000,Diesel,60.1,2,4696.19
Toyota,2011,Manual,70544,Petrol,54.3,1.3,4707.5
Ford,2012,Manual,115000,Diesel,67.3,1.6,4719.68
Toyota,2014,Manual,60226,Petrol,65.7,1,4722.21
Ford,2012,Manual,82773,Diesel,53.3,2,4742.31
Ford,2011,Automatic,62506,Petrol,36.7,1.6,4747.97
Bmw,2006,Manual,88000,Diesel,39.2,2,4747.11
Hyundai,2011,Manual,62000,Petrol,43.5,1.6,4753.98
Ford,2007,Manual,89000,Diesel,44.8,1.8,4747.97
Bmw,2009,Manual,70000,Petrol,47.9,2,4747.11
Toyota,2007,Automatic,39000,Petrol,48.7,1.3,4748.24
Ford,2012,Manual,91598,Petrol,48.7,1.4,4747.97
Ford,2012,Manual,19959,Petrol,57.7,1.2,4747.97
Ford,2011,Manual,83961,Diesel,61.4,1.6,4747.97
Volkswagen,2013,Manual,68000,Petrol,62.8,1,4753.98
Ford,2013,Manual,45880,Petrol,57.7,1.2,4751.37
Ford,2014,Manual,57533,Petrol,57.7,1.2,4752.5
Toyota,2013,Manual,25052,Petrol,65.7,1,4752.77
Toyota,2013,Manual,37032,Petrol,65.7,1,4752.77
Mercedes,2009,Automatic,96000,Diesel,42.2,2.1,4759.06
Ford,2014,Manual,40700,Petrol,54.3,1.2,4753.63
Ford,2014,Manual,51028,Petrol,57.7,1.2,4753.63
Volkswagen,2014,Manual,54619,Petrol,62.8,1,4759.65
Bmw,2004,Automatic,90000,Petrol,26.6,4.4,4809.35
Ford,2009,Manual,15000,Petrol,35.8,2,4810.22
Bmw,2008,Automatic,141000,Petrol,39.8,3,4809.35
Ford,2012,Manual,68000,Petrol,50.4,1.2,4810.22
Ford,2011,Manual,70000,Petrol,50.4,1.2,4810.22
Volkswagen,2010,Manual,79000,Petrol,51.4,1.2,4816.31
Volkswagen,2008,Manual,62315,Diesel,56.5,1.4,4816.31
Hyundai,2013,Manual,68000,Petrol,57.6,1.2,4816.31
Ford,2013,Manual,35018,Petrol,57.7,1.2,4810.22
Ford,2014,Manual,43001,Petrol,57.7,1.2,4810.22
Volkswagen,2011,Manual,176000,Diesel,60.1,2,4816.31
Toyota,2012,Manual,15585,Petrol,65.7,1,4850.11
Bmw,2006,Automatic,97000,Petrol,29.7,2.5,4854.62
Ford,2014,Manual,45201,Petrol,57.7,1.2,4855.5
Ford,2012,Manual,47000,Petrol,57.7,1.2,4855.5
Ford,2014,Manual,54096,Petrol,57.7,1.2,4855.5
Toyota,2014,Manual,31010,Petrol,65.7,1,4855.77
Hyundai,2013,Manual,22000,Petrol,61.4,1.2,4862.78
Hyundai,2014,Manual,107419,Diesel,76.3,1.6,4862.78
Toyota,2008,Manual,76300,Petrol,36.7,1.8,4861.43
Volkswagen,2007,Manual,42315,Petrol,40.4,1.6,4867.31
Mercedes,2008,Automatic,112455,Diesel,42.2,2.1,4866.71
Toyota,2007,Manual,63742,Diesel,42.8,2.2,4861.43
Mercedes,2011,Automatic,61400,Diesel,47.1,2,4866.71
Ford,2010,Manual,83000,Petrol,48.7,1.4,4861.16
Ford,2011,Manual,86440,Petrol,48.7,1.4,4861.16
Ford,2011,Manual,86451,Petrol,48.7,1.4,4861.16
Ford,2014,Manual,72121,Petrol,54.3,1.2,4861.16
Hyundai,2012,Manual,24000,Petrol,61.4,1.2,4867.31
Hyundai,2013,Manual,27000,Petrol,61.4,1.2,4867.31
Toyota,2011,Manual,39841,Petrol,61.4,1,4861.43
Volkswagen,2014,Manual,52000,Petrol,62.8,1,4867.31
Volkswagen,2011,Manual,105000,Diesel,74.3,1.6,4867.31
Ford,2014,Manual,30658,Petrol,57.7,1.2,4864.55
Volkswagen,2013,Manual,40688,Petrol,62.8,1,4870.71
Volkswagen,2014,Manual,44049,Petrol,62.8,1,4870.71
Volkswagen,2013,Manual,65497,Petrol,62.8,1,4870.71
Volkswagen,2014,Manual,73917,Petrol,62.8,1,4870.71
Ford,2009,Automatic,39911,Petrol,37.7,1.6,4865.68
Volkswagen,2009,Manual,21000,Petrol,43.5,1.4,4871.84
Ford,2008,Manual,54733,Petrol,47.9,1.6,4865.68
Volkswagen,2010,Manual,77225,Petrol,51.4,1.2,4871.84
Toyota,2013,Manual,35482,Petrol,65.7,1,4889.73
Toyota,2013,Manual,25454,Petrol,65.7,1,4895.39
Volkswagen,2014,Manual,49160,Petrol,62.8,1,4906.97
Volkswagen,2014,Manual,49160,Petrol,62.8,1,4906.97
Ford,2014,Manual,40770,Petrol,57.7,1.2,4912.09
Mercedes,2009,Automatic,120000,Diesel,45.6,2.1,4921.1
Ford,2012,Manual,63000,Diesel,50.4,2,4923.41
Toyota,2015,Manual,65143,Petrol,69,1,4923.69
Ford,2009,Manual,128046,Diesel,44.1,2,4925.67
Bmw,2005,Manual,55000,Diesel,50.4,2,4950.8
Hyundai,2016,Manual,36182,Petrol,60.1,1,4972.7
Hyundai,2013,Manual,29089,Petrol,61.4,1.2,4974.97
Hyundai,2013,Manual,31946,Petrol,61.4,1.2,4974.97
Toyota,2014,Manual,46406,Petrol,65.7,1,4968.96
Ford,2013,Manual,22995,Petrol,57.7,1.2,4969.81
Mercedes,2007,Automatic,90000,Diesel,27.7,3,4980.02
Toyota,2007,Manual,73000,Diesel,42.8,2.2,4974.62
Hyundai,2011,Automatic,59220,Diesel,49.6,1.6,4980.63
Ford,2014,Manual,83780,Petrol,54.3,1.2,4974.34
Volkswagen,2009,Manual,74000,Diesel,57.6,2,4980.63
Toyota,2012,Manual,38000,Petrol,65.7,1,4974.62
Volkswagen,2008,Manual,101057,Diesel,39.2,2,4985.17
Ford,2014,Manual,49393,Petrol,57.7,1.2,4978.86
Ford,2014,Manual,28883,Petrol,57.7,1.2,5013.95
Ford,2012,Manual,41485,Diesel,76.4,1.6,5015.08
Volkswagen,2011,Manual,131000,Diesel,50.4,2,5031.63
Volkswagen,2010,Manual,113000,Diesel,44.1,2,5042.96
Volkswagen,2007,Automatic,55000,Diesel,45.6,2,5042.96
Toyota,2011,Manual,73000,Petrol,51.4,1.3,5036.87
Ford,2015,Manual,49942,Petrol,57.7,1.2,5036.59
Toyota,2013,Manual,21916,Petrol,65.7,1,5036.87
Toyota,2012,Manual,25919,Petrol,65.7,1,5036.87
Toyota,2008,Automatic,116000,Petrol,31.4,2,5070.83
Mercedes,2009,Automatic,130000,Diesel,37.7,3,5076.33
Volkswagen,2009,Manual,60000,Petrol,39.8,1.6,5082.63
Toyota,2013,Manual,78248,Petrol,65.7,1,5076.49
Ford,2011,Manual,67145,Petrol,50.4,1.2,5080.73
Mercedes,2001,Automatic,42087,Petrol,30,2.3,5087.66
Ford,2010,Automatic,114000,Petrol,34.9,2,5081.86
Ford,2009,Manual,58000,Petrol,39.8,1.8,5081.86
Hyundai,2009,Automatic,27152,Petrol,47.9,1.2,5088.29
Ford,2011,Manual,89000,Petrol,47.9,1.6,5081.86
Ford,2012,Manual,52762,Petrol,48.7,1.4,5081.86
Ford,2008,Manual,56000,Petrol,49.6,1.4,5081.86
Volkswagen,2012,Manual,83000,Diesel,50.4,2,5088.29
Ford,2014,Manual,51000,Petrol,54.3,1.2,5081.86
Ford,2014,Manual,31423,Petrol,57.7,1.2,5081.86
Ford,2014,Manual,49195,Petrol,57.7,1.2,5081.86
Ford,2013,Manual,51000,Petrol,57.7,1.2,5081.86
Hyundai,2013,Manual,23186,Petrol,61.4,1.2,5088.29
Ford,2011,Manual,78014,Diesel,61.4,1.6,5081.86
Bmw,2009,Manual,79903,Diesel,62.8,2,5080.94
Toyota,2013,Manual,16180,Petrol,65.7,1,5082.15
Toyota,2008,Automatic,120000,Hybrid,65.7,1.5,5082.15
Ford,2011,Manual,70000,Diesel,68.9,1.4,5081.86
Ford,2011,Manual,38831,Petrol,50.4,1.2,5082.99
Hyundai,2015,Manual,124000,Diesel,78.4,1.6,5090.56
Hyundai,2015,Manual,124000,Diesel,78.4,1.6,5090.56
Toyota,2012,Manual,60000,Petrol,58.9,1,5086.68
Mercedes,2001,Automatic,66000,Petrol,24.6,3.2,5093.33
Hyundai,2009,Manual,95000,Diesel,38.7,2.2,5093.96
Mercedes,2010,Automatic,106032,Petrol,39.8,1.8,5093.33
Toyota,2006,Manual,68000,Diesel,40.4,2.2,5087.81
Bmw,2009,Manual,138026,Petrol,42.8,2,5086.6
Hyundai,2009,Automatic,59000,Petrol,47.9,1.2,5093.96
Ford,2011,Manual,77000,Petrol,47.9,1.6,5087.52
Ford,2011,Manual,87577,Petrol,47.9,1.6,5087.52
Ford,2011,Manual,62000,Petrol,48.7,1.4,5087.52
Volkswagen,2008,Manual,88000,Diesel,49.6,2,5093.96
Toyota,2011,Manual,45128,Petrol,50.4,1.3,5087.81
Volkswagen,2009,Manual,53556,Diesel,50.4,2,5093.96
Hyundai,2010,Manual,62000,Petrol,50.4,1.4,5093.96
Volkswagen,2011,Manual,72850,Petrol,51.4,1.2,5093.96
Toyota,2012,Manual,51000,Petrol,52.3,1.3,5087.81
Ford,2013,Manual,99400,Petrol,56.5,1,5087.52
Hyundai,2013,Manual,33000,Petrol,57.6,1.2,5093.96
